,I,I,I,I,I,II,II,II,II,II,IV,IV,IV,IV,IV,V,V,V,V,V,VIII,VIII,VIII,VIII,VIII,X,X,X,X,X,XI,XI,XI,XI,XI,XIII,XIII,XIII,XIII,XIII,XV,XV,XV,XV,XV,XVIII,XVIII,XVIII,XVIII,XVIII,XXI,XXI,XXI,XXI,XXI,XXII,XXII,XXII,XXII,XXII
,pm10,o3,no2,so2, co,pm10,o3,no2,so2, co,pm10,o3,no2,so2, co,pm10,o3,no2,so2, co,pm10,o3,no2,so2, co,pm10,o3,no2,so2, co,pm10,o3,no2,so2, co,pm10,o3,no2,so2, co,pm10,o3,no2,so2, co,pm10,o3,no2,so2, co,pm10,o3,no2,so2, co,pm10,o3,no2,so2, co
2017-04-21,22,24,21,1,4,14,34,5,1,2,10,27,6,1,2,,,,,,17,31,13,3,3,16,1, , , ,15,11, ,2, ,,,,,,22,30,8,1,1,17,30,10, , ,11,20,9,1, ,12, , , , 
2017-04-20,13,31,15,1,3,8,42,4, ,2,7,34,5, ,2,,,,,,12,39,13,3,3,10,2, , , ,9,8, ,1, ,,,,,,22,39,9,1,1,10,40,10,1,2,7,31,8,2, ,7, , , , 
2017-04-19,11,26,15,1,3,8,33,4, ,2,6,24,5, ,2,,,,,,10,29,14,2,3,10,2, , , ,11,8, ,1, ,,,,,,12,26,7, ,1,8,28,9, ,2,7,25,9,1, ,5, , , , 
2017-04-18,13,21,12,1,3,7,28,5,1,3,7,21,5, ,3,,,,,,9,25,11,4,4,11,2, , , ,11,7, ,1, ,,,,,,10,24,7, ,2,12,25,10, ,3,30,21,9,6, ,8,21, , , 
2017-04-17,13,24,16,1,3,7,34,4, ,2,8,27,8,1,3,,,,,,10,31,13,2,4,11,1, , , ,10,6, ,1, ,,,,,,13,28,10, ,2,9,31,9, ,3,17,24,8,4, ,7,34, , , 
2017-04-16,13,30,15,1,3,7,39,6, ,2,7,32,9, ,3,,,,,,9,38,10,2,3,12,2, , , ,11,8, ,1, ,,,,,,12,34,8, ,1,15,37,8,1, ,12,28,10,5, ,10,38, , , 
2017-04-15,24,31,11, ,3,14,36,3, ,2,16,31,5,1,2,,,,,,28,37,7,2,3,23,2, , , ,19,9, ,2, ,,,,,,12,34,6, ,1,26,37,3, , ,22,29,5,4, ,16,38, , , 
2017-04-14,18,23,21,1,4,9,36,8, ,2,8,27,16,1,4,,,,,,14,31,20,2,5,13,1, , , ,11,7, ,2, ,,,,,,27,29,13, ,3,13,32,14,1, ,10,22,15,3, ,9,32, , , 
2017-04-13,26,29,17,1,3,11,35,6, ,2,11,30,7,1,2,,,,,,20,35,13,2,4,17,2, , , ,16,7, ,2, ,,,,,,17,31,10, ,2,19,35,8, , ,13,25,8,3, ,13,38, , , 
2017-04-12,22,25,19,1,4,9,33,4, ,2,12,27,12,1,3,,,,,,18,31,15,2,4,17,1, , , ,14,8, ,2, ,,,,,,21,28,13, ,2,16,29,8, ,4,10,22,10,3, ,10,33, , , 
2017-04-11,45,23,21,1,3,16,36,7, ,2,19,29,10,1,3,,,,,,33,32,15,2,4,25,2, , , ,30,9, ,1, ,,,,,,17,30,11, ,1,25,33,11, ,5,17,26,9,4, ,17,34, , , 
2017-04-10,29,25,22,1,3,13,35,5, ,2,21,27,15,1,3,,,,,,37,31,18,2,4,29,2, , , ,26,10, ,1, ,,,,,,29,29,13, ,2,27,32,11, ,2,48,26,14,2, ,17,31, , , 
2017-04-09,20,25,28,2,4,12,37,11, ,3,11,29,20,1,5,,,,,,23,36,24,3,6,17,2, , , ,17,3, ,2, ,,,,,,34,32,16, ,3,15,39,13,1, ,14,28,15,2,8,11,34, , , 
2017-04-08,17,25,22,1,3,8,36,7, ,2,5,30,12,1,3,,,,,,11,37,17,2,4,9,2, , , ,10,5, ,2, ,,,,,,21,32,12, ,2,9,37,9,1, ,6,27,11,2,4,5,35, , , 
2017-04-07,16,25,9, ,2,10,34,3, ,1,6,26,3, ,2,,,,,,13,30,7,2,3,11,2, , , ,11,5, ,1, ,,,,,,11,28,6, ,1,11,31,3, , ,10,24,4,2,3,11,32, , , 
2017-04-06,23,25,14, ,2,17,31,4, ,2,9,25,5,1,3,,,,,,15,29,9,2,2,14,2, , , ,16,10, ,1, ,,,,,,12,26,8, ,1,18,27,6, , ,28,25,6,2,3, ,29, , , 
2017-04-05,31,27,10, ,2,26,34,3, ,2,16,28,4, ,3,,,,,,27,32,7,2,2,23,3, , , ,25,13, , , ,,,,,,17,30,6, ,1,29,33,5, ,3,22,32,4,2,2,22,34, , , 
2017-04-04,41,24,18,1,3,87,30,8, ,2,19,23,11,1,4,,,,,,35,28,15,2,3,28,1, , , ,32,8, ,1, ,,,,,,26,24,12,1,2,31,29,11,1,2,24,22,10,3,2,17,26, , , 
2017-04-03,50,33,28,7,4,40,49,9,5,3,28,34,11,1,4,,,,,,50,40,18,3,3,40,3, , , ,44,11, ,1, ,,,,,,33,39,10, ,2,36,42,9,2,1,45,28,12,4,2,20,40, , , 
2017-04-02,39,23,33,6,5,30,44,14,4,4,23,37,20,2,6,,,,,,38,42,33,7,5,28,2, , , ,39,7, ,1, ,,,,,,36,41,14,3,5,31,44,8,3,1,23,33,25,7,4,32,41, , , 
2017-04-01,45,22,29,2,5,26,45,10,3,3,24,35,16,1,5,,,,,,39,43,24,4,4,25,3, , , ,35,7, ,1, ,,,,,,34,42,14,3,4,25,45,9,2,2,21,28,11,5,2,18,42, , , 
2017-03-31,31,23,33,1,5,21,43,9,3,3,17,36,19,1,5,,,,,,33,40,24,3,4,24,4, , , ,24,7, , , ,,,,,,31,38,14,1,4,19,41,10,1,3,17,30,13,3,2,21,43, , , 
2017-03-30,30,20,30, ,4,19,41,12,2,3,12,33,17,1,5,,,,,,23,37,21,2,5,16,3, , , ,16,8, , , ,,,,,,21,29,14,2,4,24,32,16,1,5,17,29,12,3,2,16,40, , , 
2017-03-29,51,23,18, ,3,25,38,6,2,2,23,30,10,1,4,,,,,,33,33,17,3,4,34,1, , , ,28,8, , , ,,,,,,39,39,19,2,6,39,34,23,1,6,19,36,12,2,1,19,32, , , 
2017-03-28,36,26,31, ,4,26,46,10,2,2,24,36,21,1,6,,,,,,43,42,25,3,6,39,2, , , ,34,7, , , ,,,,,,45,34,24,2,7,47,37,23,2,7,29,23,17,2,3,26, , , , 
2017-03-27,22,18,38,1,5,19,43,13,2,3,19,32,23,1,6,,,,,,25,37,33,3,8,21,1, , , ,20,16, ,1, ,,,,,,29,33,15,2,5,19,31,18,1,7,17,22,20,3,4,13, , , , 
2017-03-26,20,22,22,3,5,14,38,13,3,3,8,31,16,1,5,,,,,,13,33,18,3,6,13,1, , , ,14,11, , , ,,,,,,14,35,5,1,4,17,37,6,1,6,15,20,15,2,3,10, , , , 
2017-03-25,26,28,12, ,5,24,39,4,4,1,12,30,5, ,3,,,,,,15,37,8,2,4,17,4, , , ,19,12, , , ,,,,,,22,34,8,2,4,21,34,9,1,6,15,26,6,2,1,16, , , , 
2017-03-24,46,25,14, ,5,35,39,5,4,1,28,32,7, ,4,,,,,,51,35,10,2,4,43,1, , , ,44,10, , , ,,,,,,47,24,15,2,7,48,26,18,1,7,29,22,6,2,2,33, , , , 
